Refseq accession,annotation_file,embedding_file,NCBI taxonomy,Species,Organism source1,Phylum,Class,Oder,Family,Kingdom,Oxygen requirement,Oxygen requirements assignment source (DB/PMID)2,Number of O2-utilizing enzymes ,Enzymes,physiology
GCF_000026125,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000026125.1_ASM2612v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000026125.1_ASM2612v1_protein_embedding.h5,204773,Herminiimonas arsenicoxydans,added,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Bacteria,Facultative,PATRIC,28,1.14.13.127  1.14.12.17  1.1.3.15  1.10.3.14  1.10.3.10  1.13.11.47  1.16.3.1  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.19  1.14.13.208  1.14.14.52  1.13.11.18  1.11.1.6  1.3.3.3  1.13.11.24  1.14.13.237  1.14.13.70  1.13.11.80  1.14.11.33  1.4.3.2  1.14.11.55  1.4.3.5  1.14.11.4  1.15.1.1,Facultative
GCF_000015045,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000015045.1_ASM1504v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000015045.1_ASM1504v1_protein_embedding.h5,338966,Pelobacter propionicus,added,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Bacteria,Anaerobic,PATRIC,16,1.14.16.1  1.14.14.51  1.11.1.21  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.2.3.1  1.11.1.6  1.3.3.4  1.13.11.24  1.1.99.18  1.17.3.2  1.14.13.237  1.6.3.4  1.14.11.6,Anaerobe
GCF_000020385,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020385.1_ASM2038v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020385.1_ASM2038v1_protein_embedding.h5,398767,Geobacter lovleyi,added,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Bacteria,Anaerobic,PATRIC,18,1.5.3.1  1.14.13.127  1.10.3.10  1.16.3.1  1.14.14.51  1.11.1.21  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  4.1.1.39  1.3.3.4  1.14.13.163  1.13.11.24  1.14.13.237  1.6.3.4  1.4.3.2  1.14.13.7,Anaerobe
GCF_000012805,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012805.1_ASM1280v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012805.1_ASM1280v1_protein_embedding.h5,323261,Nitrosococcus oceani,original tree,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Bacteria,Aerobic,GOLD,22,1.13.11.53  1.1.3.10  1.13.11.54  1.16.3.1  1.14.18.3  1.3.3.11  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  4.1.1.39  1.13.11.18  1.11.1.6  1.3.3.3  1.13.11.27  1.13.11.24  1.14.13.237  1.14.11.55  1.7.2.1  1.15.1.1,Aerobe
GCF_000010565,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000010565.1_ASM1056v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000010565.1_ASM1056v1_protein_embedding.h5,370438,Pelotomaculum thermopropionicum,original tree,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Bacteria,Anaerobic,PATRIC,18,1.14.16.1  1.14.14.51  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.2.3.1  1.3.3.4  1.14.13.225  1.17.3.2  1.14.13.237  1.14.13.232  1.13.11.81  1.4.3.2  1.4.3.5  1.14.13.9  1.14.11.6  1.15.1.1,Anaerobe
GCF_000012425,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012425.1_ASM1242v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012425.1_ASM1242v1_protein_embedding.h5,159087,Dechloromonas aromatica,original tree,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Bacteria,Facultative,PATRIC,31,1.13.11.2  1.5.3.1  1.14.12.10  1.13.11.49  1.16.3.1  1.3.3.11  1.13.11.79  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.14.13.20  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.13.149  4.1.1.39  1.13.11.16  1.3.3.3  1.13.11.24  1.13.12.3  1.14.13.236  1.14.13.237  1.6.3.4  1.14.12.13  1.4.3.2  1.14.13.7  1.14.14.17  1.7.2.1  1.15.1.1,Facultative
GCF_000559125,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000559125.1_Version_1_of_Xanthomonas_axonopodis_pv._glycines_str._8ra_genome_sequences_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000559125.1_Version_1_of_Xanthomonas_axonopodis_pv._glycines_str._8ra_genome_sequences_protein_embedding.h5,1401257,Xanthomonas citri,original tree,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria,Aerobic,29105297,43,1.13.11.53  1.13.11.57  1.14.16.4  1.13.11.8  1.14.16.1  1.13.11.5  1.13.11.6  1.13.11.3  1.5.3.1  1.13.11.29  1.10.3.14  1.10.3.10  1.13.11.54  1.16.3.1  1.3.3.11  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.8.3.2  1.4.3.19  1.14.14.52  1.14.14.18  1.13.11.11  1.14.14.10  1.11.1.6  1.3.3.3  1.13.11.27  1.14.14.5  1.13.11.24  1.1.3.47  1.14.13.113  1.14.13.237  1.14.11.33  1.14.13.82  1.4.3.2  1.4.3.1  1.4.3.5  1.14.13.2  1.14.13.9  1.14.11.2  1.14.13.131  1.15.1.1,Aerobe
GCF_000006725,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006725.1_ASM672v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006725.1_ASM672v1_protein_embedding.h5,160492,Xylella fastidiosa,original tree,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria,Aerobic,PATRIC,20,1.13.11.53  1.14.12.17  1.1.5.4  1.1.3.15  1.10.3.10  1.13.11.54  1.16.3.1  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.217  1.3.3.3  1.14.11.33  1.4.3.5  1.13.11.39  1.15.1.1,Aerobe
GCF_000195675,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000195675.1_ASM19567v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000195675.1_ASM19567v1_protein_embedding.h5,257310,Bordetella bronchiseptica,original tree,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bacteria,Aerobic,7276151,39,1.13.11.9  1.13.11.5  1.14.13.127  1.14.12.17  1.13.11.29  1.1.3.15  1.10.3.14  1.10.3.10  1.16.3.1  1.14.13.172  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.19  1.14.13.209  1.14.13.208  1.14.14.52  1.14.13.149  1.14.13.114  1.2.3.1  1.13.11.15  1.4.3.24  1.13.11.11  1.14.11.44  1.11.1.6  1.3.3.3  1.14.13.225  1.13.11.27  1.14.13.180  1.13.11.24  1.14.13.237  1.13.11.80  1.14.12.14  1.14.11.33  1.4.3.2  1.14.11.55  1.4.3.5  1.4.3.4  1.15.1.1,Aerobe
GCF_000017665,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000017665.1_ASM1766v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000017665.1_ASM1766v1_protein_embedding.h5,290339,Cronobacter sakazakii,added,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,Facultative,PATRIC,35,1.13.11.53  1.14.16.5  1.5.3.1  1.14.12.17  1.1.5.4  1.13.11.29  1.10.3.14  1.10.3.10  1.13.11.54  1.14.13.59  1.16.3.1  1.3.3.11  1.14.14.51  1.11.1.21  1.14.13.24  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.10  1.4.3.19  1.14.14.52  1.14.15.24  1.14.11.47  1.11.1.6  1.14.11.17  1.3.3.3  1.14.14.5  1.14.99.46  1.13.11.24  1.3.99.31  1.14.11.33  1.4.3.5  1.4.3.4  1.14.13.7  1.15.1.1,Facultative
GCF_000007905,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007905.1_ASM790v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007905.1_ASM790v1_protein_embedding.h5,235279,Helicobacter hepaticus,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Bacteria,Anaerobic,PATRIC,13,1.14.16.1  1.1.5.4  1.10.3.14  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.11.1.6  1.3.99.31  1.14.13.131  1.15.1.1,Anaerobe
GCF_000744825,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000744825.1_ASM74482v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000744825.1_ASM74482v1_protein_embedding.h5,1449342,Carnobacterium mobile,original tree,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Bacteria,Aerobic,GOLD,12,1.5.3.1  1.1.3.15  1.1.3.21  1.14.21.1  1.13.11.24  1.1.99.18  1.14.13.113  1.13.12.4  1.14.15.7  1.4.3.2  1.14.14.17  1.15.1.1,Aerobe
GCF_000008465,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008465.1_ASM846v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008465.1_ASM846v1_protein_embedding.h5,283942,Idiomarina loihiensis,original tree,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Bacteria,Aerobic,PATRIC,23,1.14.16.1  1.16.3.1  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.4.3.24  1.14.11.47  1.3.3.4  1.3.3.3  1.14.13.225  1.13.11.27  1.13.11.24  1.14.11.27  1.13.11.80  1.14.11.33  1.4.3.5  1.14.13.9  1.15.1.1  1.14.19.1,Aerobe
GCF_000020625,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020625.1_ASM2062v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020625.1_ASM2062v1_protein_embedding.h5,290512,Prosthecochloris aestuarii,added,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Bacteria,Anaerobic,GOLD,16,1.4.3.3  1.13.11.79  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.10  1.14.13.208  1.14.14.52  1.14.13.237  1.6.3.4  1.14.13.82  1.4.3.2  1.14.13.9  1.15.1.1,Anaerobe
GCF_000017885,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000017885.4_ASM1788v4_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000017885.4_ASM1788v4_protein_embedding.h5,315750,Bacillus pumilus,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Aerobic,PATRIC,25,1.14.13.150  1.14.13.154  1.13.11.53  1.5.3.1  1.14.12.17  1.14.14.1  1.10.3.10  1.13.11.54  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.14.18  1.4.3.24  1.14.14.10  1.14.14.47  1.11.1.6  1.3.3.4  1.13.12.16  1.1.99.18  1.4.3.5  1.14.14.17  1.15.1.1,Aerobe
GCF_000022205,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000022205.1_ASM2220v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000022205.1_ASM2220v1_protein_embedding.h5,416348,Halorubrum lacusprofundi,original tree,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Archaea,Aerobic,GOLD,19,1.13.11.53  1.14.16.4  1.14.16.1  1.1.3.10  1.13.11.54  1.10.3.2  1.11.1.21  1.9.3.1  1.4.3.10  1.13.11.63  1.14.14.35  1.11.1.6  1.14.13.227  1.14.13.180  1.14.13.232  1.3.99.26  1.4.3.1  1.14.13.131  1.15.1.1,Aerobe
GCF_000020265,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000020265.1_ASM2026v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000020265.1_ASM2026v1_protein_embedding.h5,491916,Rhizobium etli,original tree,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bacteria,Aerobic,12833533,42,1.14.16.1  1.13.11.5  1.13.11.3  1.5.3.1  1.5.3.7  1.10.3.14  1.10.3.10  1.16.3.1  1.13.11.79  1.13.11.75  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.8.3.2  1.4.3.10  1.4.3.19  1.14.13.83  1.14.14.52  1.14.13.38  1.2.3.1  1.4.3.24  1.14.14.10  1.11.1.6  1.3.3.3  1.14.13.225  1.13.11.27  1.14.14.5  1.1.99.18  1.14.13.113  1.17.3.2  1.14.13.237  1.14.13.234  1.14.11.33  1.4.3.2  1.4.3.5  1.14.13.2  1.14.14.17  1.14.13.9  1.14.13.131  1.15.1.1,Aerobe
GCF_000012545,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012545.1_ASM1254v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012545.1_ASM1254v1_protein_embedding.h5,339860,Methanosphaera stadtmanae,original tree,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Archaea,Anaerobic,16385054,8,1.14.16.4  1.14.16.1  1.1.3.10  1.10.2.2  1.14.13.208  1.14.99.44  1.14.14.5  1.14.14.17,Anaerobe
GCF_000225915,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000225915.1_ASM22591v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000225915.1_ASM22591v1_protein_embedding.h5,981368,Xanthomonas alfalfae,original tree,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria,Aerobic,GOLD,40,1.13.11.53  1.13.11.57  1.14.16.4  1.13.11.8  1.14.16.1  1.13.11.5  1.13.11.6  1.13.11.3  1.5.3.1  1.13.11.29  1.1.3.15  1.10.3.14  1.13.11.54  1.16.3.1  1.3.3.11  1.4.3.3  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.8.3.2  1.4.3.19  1.14.14.52  1.14.14.18  1.13.11.11  1.11.1.6  1.3.3.3  1.13.11.27  1.13.11.24  1.7.3.3  1.1.3.47  1.14.13.113  1.14.13.237  1.3.99.26  1.14.11.33  1.14.13.82  1.4.3.5  1.14.13.2  1.14.13.9  1.15.1.1,Aerobe
GCF_000019045,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000019045.1_ASM1904v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000019045.1_ASM1904v1_protein_embedding.h5,491915,Anoxybacillus flavithermus,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Facultative,PATRIC,25,1.13.11.53  1.5.3.1  1.1.5.4  1.13.11.29  1.10.3.10  1.13.11.54  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.38  1.1.3.21  1.14.14.18  1.3.5.6  1.14.14.47  1.3.3.4  1.13.12.16  1.13.11.24  1.1.99.18  1.14.13.113  1.14.13.237  1.14.13.234  1.15.1.1,Facultative
GCF_000013105,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000013105.1_ASM1310v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000013105.1_ASM1310v1_protein_embedding.h5,264732,Moorella thermoacetica,original tree,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Bacteria,Anaerobic,15743950,24,1.14.16.1  1.5.3.1  1.14.13.148  1.10.3.14  1.10.3.10  1.14.14.51  1.14.14.29  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  1.2.3.1  1.4.3.24  1.11.1.6  1.3.3.4  1.14.13.225  1.14.13.237  1.14.13.232  1.3.99.26  1.4.3.2  1.14.13.7  1.14.13.9  1.14.13.8  1.15.1.1,Anaerobe
GCF_000007005,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000007005.1_ASM700v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000007005.1_ASM700v1_protein_embedding.h5,273057,Sulfolobus solfataricus,original tree,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Archaea,Aerobic,28497654,16,1.5.3.1  1.14.13.69  1.13.11.79  1.10.2.2  1.4.3.16  1.8.3.4  1.4.3.19  1.2.3.1  1.3.3.4  1.4.3.21  1.14.13.236  1.14.13.237  1.4.3.2  1.4.3.4  1.14.14.17  1.15.1.1,Aerobe
GCF_000012665,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012665.1_ASM1266v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012665.1_ASM1266v1_protein_embedding.h5,207559,Desulfovibrio alaskensis,added,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bacteria,Anaerobic,PATRIC,20,1.5.3.1  1.5.3.7  1.10.3.10  1.14.99.29  1.16.3.1  1.3.3.11  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  1.3.3.4  1.1.3.46  1.17.3.2  1.3.99.26  1.4.3.2  1.14.13.9  1.15.1.1,Anaerobe
GCF_000023085,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000023085.1_ASM2308v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000023085.1_ASM2308v1_protein_embedding.h5,644042,Lactobacillus plantarum,original tree,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria,Facultative,PATRIC,10,1.2.3.3  1.1.3.15  1.13.11.79  1.1.3.21  1.11.1.6  1.3.3.4  1.1.99.18  1.13.12.4  1.14.14.17  1.14.11.4,Facultative
GCF_000012185,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000012185.1_ASM1218v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000012185.1_ASM1218v1_protein_embedding.h5,281310,Haemophilus influenzae,original tree,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bacteria,Facultative,GOLD,9,1.10.3.14  1.4.3.16  1.14.13.208  1.4.3.24  1.11.1.6  1.1.99.18  1.14.13.237  1.4.3.5  1.15.1.1,Facultative
GCF_000009305,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009305.1_ASM930v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009305.1_ASM930v1_protein_embedding.h5,382638,Helicobacter acinonychis,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Bacteria,Anaerobic,PATRIC,9,1.13.11.6  1.1.5.4  1.1.3.15  1.14.14.51  1.9.3.1  1.14.14.52  1.11.1.6  1.4.3.2  1.15.1.1,Anaerobe
GCF_000186245,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000186245.1_ASM18624v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000186245.1_ASM18624v1_protein_embedding.h5,749222,Nitratifractor salsuginis,added,Proteobacteria,Epsilonproteobacteria,Campylobacterales,no rank,Bacteria,Facultative,PATRIC,13,1.1.3.4  1.5.3.1  1.14.13.127  1.10.3.14  1.11.1.21  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.13.81  1.14.13.237  1.14.13.70  1.15.1.1,Facultative
GCF_000008725,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008725.1_ASM872v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008725.1_ASM872v1_protein_embedding.h5,272561,Chlamydia trachomatis,original tree,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Bacteria,Aerobic,GOLD,5,1.5.3.1  1.14.14.51  1.14.14.52  1.14.99.44  1.15.1.1,Aerobe
GCF_000093065,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000093065.1_ASM9306v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000093065.1_ASM9306v1_protein_embedding.h5,515618,Candidatus Riesia pediculicola,original tree,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Bacteria,Anaerobic,23308034,4,1.10.3.10  1.5.3.17  1.11.1.21  1.15.1.1,Anaerobe
GCF_000026085,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000026085.1_ASM2608v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000026085.1_ASM2608v1_protein_embedding.h5,326442,Pseudoalteromonas haloplanktis,original tree,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Bacteria,Aerobic,PATRIC,30,1.14.16.5  1.14.16.1  1.13.11.5  1.14.12.17  1.1.5.4  1.13.11.25  1.14.13.142  1.10.3.14  1.10.3.10  1.16.3.1  1.10.2.2  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.11.47  1.11.1.6  1.3.3.3  1.13.11.27  1.13.11.24  1.1.99.18  1.14.13.237  1.4.3.2  1.4.3.5  1.4.3.4  1.14.13.9  1.7.2.1  1.15.1.1,Aerobe
GCF_000009905,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000009905.1_ASM990v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000009905.1_ASM990v1_protein_embedding.h5,292459,Symbiobacterium thermophilum,original tree,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Bacteria,Anaerobic,PATRIC,19,1.13.11.2  1.10.3.10  1.14.18.2  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.14.13.208  1.14.14.52  1.14.13.149  1.4.3.23  1.14.15.21  1.13.12.16  1.1.99.18  1.13.12.5  1.3.99.26  1.13.11.80  1.7.2.1  1.15.1.1,Anaerobe
GCF_000008625,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000008625.1_ASM862v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000008625.1_ASM862v1_protein_embedding.h5,224324,Aquifex aeolicus,added,Aquificae,Aquificae,Aquificales,Aquificaceae,Bacteria,Facultative,GOLD,15,1.13.11.53  1.14.16.4  1.14.16.1  1.14.12.17  1.13.11.54  1.14.14.51  1.4.3.16  1.4.3.19  1.14.14.52  1.14.13.39  1.14.13.38  1.13.11.24  1.1.1.170  1.4.3.2  1.15.1.1,Facultative
GCF_000006885,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000006885.1_ASM688v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000006885.1_ASM688v1_protein_embedding.h5,170187,Streptococcus pneumoniae,original tree,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Bacteria,Facultative,PATRIC,10,1.5.3.1  1.2.3.3  1.5.3.7  1.9.3.1  1.4.3.19  1.1.3.21  1.13.12.4  1.4.3.2  1.14.14.17  1.15.1.1,Facultative
GCF_000161415,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000161415.1_ASM16141v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000161415.1_ASM16141v1_protein_embedding.h5,64104,Bacillus pseudomycoides,original tree,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria,Facultative,GOLD,42,1.13.11.53  1.1.3.9  1.14.16.1  1.13.11.6  1.14.13.185  1.13.11.2  1.5.3.1  1.5.3.7  1.14.12.17  1.1.5.4  1.13.11.29  1.1.3.15  1.14.13.142  1.10.3.10  1.13.11.54  1.14.14.51  1.9.3.1  1.4.3.16  1.4.3.19  1.14.13.208  1.14.14.52  1.14.14.18  1.13.11.11  1.14.14.47  1.14.14.46  1.5.3.13  1.11.1.6  1.3.3.4  1.13.11.27  1.14.13.188  1.13.12.16  1.13.11.24  1.1.99.18  1.14.13.113  1.14.15.8  1.1.3.12  1.1.1.170  1.4.3.2  1.14.14.8  1.14.14.9  1.14.11.2  1.15.1.1,Facultative
GCF_000143985,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_annotations/GCF_000143985.1_ASM14398v1_protein.ko.tab,/groups/fischergroup/goldford/gtdb/oxygen/jagoda_ref_genomes_embeddings/GCF_000143985.1_ASM14398v1_protein_embedding.h5,573413,Sediminispirochaeta smaragdinae,added,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria,Anaerobic,PATRIC,22,1.5.3.1  1.5.3.7  1.1.3.15  1.10.3.9  1.10.2.2  1.14.14.51  1.11.1.21  1.9.3.1  1.4.3.19  1.14.13.208  1.14.14.52  1.14.99.44  4.1.1.90  1.2.3.1  1.4.3.24  1.3.3.4  1.13.11.24  1.14.13.237  1.4.3.2  1.4.3.4  1.13.11.39  1.15.1.1,Anaerobe
